,ligandA,ligandB,D_mol_weight,D_rot_bonds,D_rings,D_heavy_atoms,D_atoms,D_charge,charge
bace_hunt_edge_24_1a,24,1a,66.10817268799991,2.0,1.0,9.0,13.0,0.0,constant_charge
bace_hunt_edge_24_35,24,35,0.9952489679999985,0.0,0.0,0.0,1.0,0.0,constant_charge
bace_hunt_edge_25_14,25,14,15.977156379999997,0.0,0.0,0.0,0.0,0.0,constant_charge
bace_hunt_edge_26_14,26,14,35.981156375999944,0.0,0.0,2.0,0.0,0.0,constant_charge
bace_hunt_edge_26_32,26,32,64.99647209199998,2.0,0.0,4.0,5.0,0.0,constant_charge
bace_hunt_edge_27_14,27,14,12.019986496000058,2.0,0.0,1.0,4.0,0.0,constant_charge
bace_hunt_edge_27_37,27,37,0.9952489679999985,0.0,0.0,0.0,1.0,0.0,constant_charge
bace_hunt_edge_28_23,28,23,37.97926455599992,3.0,0.0,3.0,1.0,0.0,constant_charge
bace_hunt_edge_28_34,28,34,28.909326423999858,0.0,0.0,1.0,7.0,0.0,constant_charge
bace_hunt_edge_28_37,28,37,12.938876963999803,0.0,0.0,1.0,7.0,0.0,constant_charge
bace_hunt_edge_29_1a,29,1a,5.852997191999975,5.0,0.0,4.0,13.0,0.0,constant_charge
bace_hunt_edge_29_40,29,40,10.925455155999828,4.0,1.0,0.0,7.0,0.0,constant_charge
bace_hunt_edge_30_13,30,13,17.953049807999832,0.0,0.0,2.0,4.0,0.0,constant_charge
bace_hunt_edge_30_20,30,20,44.909406675999776,0.0,0.0,2.0,5.0,0.0,constant_charge
bace_hunt_edge_30_21,30,21,44.909406675999776,0.0,0.0,2.0,5.0,0.0,constant_charge
bace_hunt_edge_30_39,30,39,5.051701224000169,0.0,0.0,0.0,7.0,0.0,constant_charge
bace_hunt_edge_31_13,31,13,24.0,0.0,0.0,2.0,2.0,0.0,constant_charge
bace_hunt_edge_31_33,31,33,0.0,0.0,0.0,0.0,0.0,0.0,constant_charge
bace_hunt_edge_31_36,31,36,38.015650064000056,0.0,0.0,3.0,5.0,0.0,constant_charge
bace_hunt_edge_33_13,33,13,24.0,0.0,0.0,2.0,2.0,0.0,constant_charge
bace_hunt_edge_33_25,33,25,44.99247209600003,2.0,0.0,2.0,5.0,0.0,constant_charge
bace_hunt_edge_35_37,35,37,49.99680644,1.0,0.0,3.0,3.0,0.0,constant_charge
bace_hunt_edge_37_34,37,34,15.970449460000054,0.0,0.0,0.0,0.0,0.0,constant_charge
bace_hunt_edge_38_27,38,27,0.9952489679999985,0.0,0.0,0.0,1.0,0.0,constant_charge
bace_hunt_edge_38_31,38,31,17.990578187999972,0.0,0.0,1.0,0.0,0.0,constant_charge
bace_hunt_edge_38_34,38,34,15.970449460000054,0.0,0.0,0.0,0.0,0.0,constant_charge
bace_hunt_edge_39_14,39,14,28.020066748000033,2.0,0.0,2.0,6.0,0.0,constant_charge
bace_hunt_edge_39_36,39,36,37.02040109600006,0.0,0.0,3.0,6.0,0.0,constant_charge
bace_hunt_edge_41_1a,41,1a,45.12151633199994,4.0,1.0,8.0,14.0,0.0,constant_charge
bace_hunt_edge_41_29,41,29,50.97451352399992,1.0,1.0,4.0,1.0,0.0,constant_charge
bace_p2_edge_28_L_29_L,28_L,29_L,15.994914620000031,1.0,0.0,1.0,1.0,0.0,constant_charge
bace_p2_edge_28_L_35_L,28_L,35_L,54.04695019200017,0.0,1.0,4.0,10.0,0.0,constant_charge
bace_p2_edge_28_L_36_L,28_L,36_L,3.9749281239999164,1.0,0.0,0.0,3.0,0.0,constant_charge
bace_p2_edge_28_L_37_L,28_L,37_L,19.945377583999914,1.0,0.0,0.0,3.0,0.0,constant_charge
bace_p2_edge_28_L_38_L,28_L,38_L,53.97173456399992,0.0,0.0,3.0,0.0,0.0,constant_charge
bace_p2_edge_30_L_29_L,30_L,29_L,14.015650064000056,1.0,0.0,1.0,3.0,0.0,constant_charge
bace_p2_edge_31_L_29_L,31_L,29_L,28.03130012800011,2.0,0.0,2.0,6.0,0.0,constant_charge
bace_p2_edge_31_L_30_L,31_L,30_L,14.015650064000056,1.0,0.0,1.0,3.0,0.0,constant_charge
bace_p2_edge_32_L_29_L,32_L,29_L,42.04695019200017,3.0,0.0,3.0,9.0,0.0,constant_charge
bace_p2_edge_32_L_30_L,32_L,30_L,28.03130012800011,2.0,0.0,2.0,6.0,0.0,constant_charge
bace_p2_edge_32_L_31_L,32_L,31_L,14.015650064000056,1.0,0.0,1.0,3.0,0.0,constant_charge
bace_p2_edge_32_L_35_L,32_L,35_L,3.9949146200000314,4.0,1.0,0.0,0.0,0.0,constant_charge
bace_p2_edge_33_L_29_L,33_L,29_L,28.03130012800011,2.0,0.0,2.0,6.0,0.0,constant_charge
bace_p2_edge_33_L_30_L,33_L,30_L,14.015650064000056,1.0,0.0,1.0,3.0,0.0,constant_charge
bace_p2_edge_34_L_29_L,34_L,29_L,54.04695019200017,0.0,1.0,4.0,10.0,0.0,constant_charge
bace_p2_edge_34_L_30_L,34_L,30_L,40.03130012800011,1.0,1.0,3.0,7.0,0.0,constant_charge
bace_p2_edge_34_L_36_L,34_L,36_L,66.06693668800028,2.0,1.0,5.0,14.0,0.0,constant_charge
bace_p2_edge_35_L_29_L,35_L,29_L,38.052035572000136,1.0,1.0,3.0,9.0,0.0,constant_charge
bace_p2_edge_37_L_36_L,37_L,36_L,15.970449459999998,0.0,0.0,0.0,0.0,0.0,constant_charge
bace_p2_edge_38_L_36_L,38_L,36_L,49.99680644,1.0,0.0,3.0,3.0,0.0,constant_charge
bace_p2_edge_38_L_37_L,38_L,37_L,34.02635698,1.0,0.0,3.0,3.0,0.0,constant_charge
bace_p2_edge_39_L_28_L,39_L,28_L,10.979598903999886,1.0,0.0,1.0,2.0,0.0,constant_charge
bace_p2_edge_39_L_34_L,39_L,34_L,59.06226590800031,2.0,1.0,4.0,13.0,0.0,constant_charge
bace_p2_edge_39_L_35_L,39_L,35_L,43.06735128800028,1.0,1.0,3.0,12.0,0.0,constant_charge
bace_p2_edge_39_L_36_L,39_L,36_L,7.0046707799999695,0.0,0.0,1.0,1.0,0.0,constant_charge
bace_p2_edge_39_L_37_L,39_L,37_L,8.965778680000028,0.0,0.0,1.0,1.0,0.0,constant_charge
tyk2_edge_ejm_31_ejm_43,ejm_31,ejm_43,28.03130012800011,2.0,0.0,2.0,6.0,0.0,no_charge
tyk2_edge_ejm_31_ejm_45,ejm_31,ejm_45,40.03130012800011,1.0,1.0,3.0,7.0,0.0,no_charge
tyk2_edge_ejm_31_ejm_46,ejm_31,ejm_46,26.015650064000056,0.0,1.0,2.0,4.0,0.0,no_charge
tyk2_edge_ejm_31_ejm_48,ejm_31,ejm_48,54.04695019200017,0.0,1.0,4.0,10.0,0.0,no_charge
tyk2_edge_ejm_31_jmc_28,ejm_31,jmc_28,40.03130012800011,1.0,1.0,3.0,7.0,0.0,no_charge
tyk2_edge_ejm_42_ejm_48,ejm_42,ejm_48,40.03130012800011,1.0,1.0,3.0,7.0,0.0,no_charge
tyk2_edge_ejm_42_ejm_54,ejm_42,ejm_54,15.010899032000054,1.0,0.0,1.0,2.0,0.0,no_charge
tyk2_edge_ejm_42_ejm_55,ejm_42,ejm_55,1.9792645559999187,0.0,0.0,0.0,2.0,0.0,no_charge
tyk2_edge_ejm_43_ejm_55,ejm_43,ejm_55,12.036385508000137,1.0,0.0,1.0,5.0,0.0,no_charge
tyk2_edge_ejm_44_ejm_42,ejm_44,ejm_42,28.03130012800011,2.0,0.0,2.0,6.0,0.0,no_charge
tyk2_edge_ejm_44_ejm_55,ejm_44,ejm_55,26.052035572000193,2.0,0.0,2.0,8.0,0.0,no_charge
tyk2_edge_ejm_45_ejm_42,ejm_45,ejm_42,26.015650064000056,0.0,1.0,2.0,4.0,0.0,no_charge
tyk2_edge_ejm_47_ejm_31,ejm_47,ejm_31,40.03130012800011,0.0,1.0,3.0,7.0,0.0,no_charge
tyk2_edge_ejm_47_ejm_55,ejm_47,ejm_55,24.036385508000137,1.0,1.0,2.0,6.0,0.0,no_charge
tyk2_edge_ejm_49_ejm_31,ejm_49,ejm_31,62.015650064000056,0.0,1.0,5.0,7.0,0.0,no_charge
tyk2_edge_ejm_49_ejm_50,ejm_49,ejm_50,46.02073544400008,1.0,1.0,4.0,6.0,0.0,no_charge
tyk2_edge_ejm_50_ejm_42,ejm_50,ejm_42,1.9792645559999187,0.0,0.0,0.0,2.0,0.0,no_charge
tyk2_edge_ejm_55_ejm_54,ejm_55,ejm_54,13.031634476000136,1.0,0.0,1.0,4.0,0.0,no_charge
tyk2_edge_jmc_23_ejm_46,jmc_23,ejm_46,17.990578187999972,0.0,0.0,1.0,0.0,0.0,no_charge
tyk2_edge_jmc_23_ejm_55,jmc_23,ejm_55,28.011313632000054,1.0,1.0,2.0,3.0,0.0,no_charge
tyk2_edge_jmc_23_jmc_27,jmc_23,jmc_27,15.970449459999998,0.0,0.0,0.0,0.0,0.0,no_charge
tyk2_edge_jmc_23_jmc_30,jmc_23,jmc_30,7.004670780000026,0.0,0.0,1.0,1.0,0.0,no_charge
tyk2_edge_jmc_28_jmc_27,jmc_28,jmc_27,19.945377583999914,1.0,0.0,0.0,3.0,0.0,no_charge
tyk2_edge_jmc_28_jmc_30,jmc_28,jmc_30,10.979598903999943,1.0,0.0,1.0,2.0,0.0,no_charge
ros1_edge_0529_6770,0529,6770,1.9428790479997815,1.0,0.0,0.0,6.0,0.0,no_charge
ros1_edge_0681_1537,0681,1537,1.9956635679999977,1.0,0.0,0.0,1.0,0.0,no_charge
ros1_edge_0681_1872,0681,1872,17.990578187999972,0.0,0.0,1.0,0.0,0.0,no_charge
ros1_edge_0681_5109,0681,5109,18.06579381600011,3.0,0.0,2.0,10.0,0.0,no_charge
ros1_edge_0681_6770,0681,6770,7.98624175599997,1.0,0.0,0.0,2.0,0.0,no_charge
ros1_edge_0681_7454,0681,7454,40.996472091999976,2.0,0.0,2.0,3.0,0.0,no_charge
ros1_edge_0798_1859,0798,1859,24.995248968,0.0,0.0,2.0,1.0,0.0,no_charge
ros1_edge_0798_4451,0798,4451,15.994914619999975,1.0,0.0,1.0,1.0,0.0,no_charge
ros1_edge_0798_6770,0798,6770,15.958529111999837,0.0,0.0,1.0,3.0,0.0,no_charge
ros1_edge_0798_7447,0798,7447,30.01056468400003,2.0,0.0,2.0,4.0,0.0,no_charge
ros1_edge_0798_9022,0798,9022,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
ros1_edge_1495_2606,1495,2606,1.9792645559999187,0.0,0.0,0.0,2.0,0.0,no_charge
ros1_edge_1495_3040,1495,3040,25.94043443599986,2.0,0.0,1.0,6.0,0.0,no_charge
ros1_edge_1495_5109,1495,5109,18.01056468400003,2.0,0.0,1.0,3.0,0.0,no_charge
ros1_edge_1495_6691,1495,6691,18.01056468400003,3.0,1.0,1.0,3.0,0.0,no_charge
ros1_edge_1537_0529,1537,0529,11.924784371999749,3.0,0.0,0.0,9.0,0.0,no_charge
ros1_edge_1537_6770,1537,6770,9.981905323999968,2.0,0.0,0.0,3.0,0.0,no_charge
ros1_edge_1859_2879,1859,2879,37.031634476000136,1.0,0.0,3.0,6.0,0.0,no_charge
ros1_edge_1859_4326,1859,4326,33.046615844000144,4.0,0.0,2.0,9.0,0.0,no_charge
ros1_edge_1859_8654,1859,8654,5.015315716000032,2.0,0.0,0.0,3.0,0.0,no_charge
ros1_edge_1859_9373,1859,9373,7.004670780000026,0.0,0.0,1.0,1.0,0.0,no_charge
ros1_edge_1872_6674,1872,6674,43.950999119999835,1.0,1.0,2.0,3.0,0.0,no_charge
ros1_edge_1872_6770,1872,6770,25.976819943999942,1.0,0.0,1.0,2.0,0.0,no_charge
ros1_edge_2359_1495,2359,1495,1.9956635679999977,1.0,0.0,0.0,1.0,0.0,no_charge
ros1_edge_2359_3040,2359,3040,23.944770867999864,1.0,0.0,1.0,5.0,0.0,no_charge
ros1_edge_2359_3053,2359,3053,3.9749281239999164,1.0,0.0,0.0,3.0,0.0,no_charge
ros1_edge_2359_3507,2359,3507,90.04809306400006,5.0,0.0,6.0,13.0,0.0,no_charge
ros1_edge_2606_3053,2606,3053,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
ros1_edge_2879_1872,2879,1872,53.97173456399992,0.0,0.0,3.0,0.0,0.0,no_charge
ros1_edge_2879_6770,2879,6770,27.994914619999975,1.0,0.0,2.0,2.0,0.0,no_charge
ros1_edge_3040_3053,3040,3053,27.91969899199978,2.0,0.0,1.0,8.0,0.0,no_charge
ros1_edge_3053_8602,3053,8602,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
ros1_edge_3507_0798,3507,0798,28.03130012800011,2.0,0.0,2.0,6.0,0.0,no_charge
ros1_edge_3507_6770,3507,6770,43.98982923999995,2.0,0.0,3.0,3.0,0.0,no_charge
ros1_edge_4326_8654,4326,8654,28.03130012800011,2.0,0.0,2.0,6.0,0.0,no_charge
ros1_edge_4451_6674,4451,6674,18.01056468400003,3.0,1.0,1.0,3.0,0.0,no_charge
ros1_edge_5602_3040,5602,3040,85.96156380399981,2.0,0.0,5.0,2.0,0.0,no_charge
ros1_edge_5602_3507,5602,3507,28.03130012800011,2.0,0.0,2.0,6.0,0.0,no_charge
ros1_edge_5602_7454,5602,7454,17.05170122400017,3.0,0.0,1.0,8.0,0.0,no_charge
ros1_edge_6674_6770,6674,6770,17.974179175999893,2.0,1.0,1.0,1.0,0.0,no_charge
ros1_edge_6691_5109,6691,5109,0.0,1.0,1.0,0.0,0.0,0.0,no_charge
ros1_edge_6691_9373,6691,9373,24.019986495999945,1.0,1.0,2.0,5.0,0.0,no_charge
ros1_edge_6770_8550,6770,8550,9.036719856000161,0.0,0.0,1.0,4.0,0.0,no_charge
ros1_edge_6770_8794,6770,8794,7.021069792000105,2.0,1.0,1.0,2.0,0.0,no_charge
ros1_edge_7447_2606,7447,2606,28.031300127999998,2.0,0.0,2.0,6.0,0.0,no_charge
ros1_edge_7447_4326,7447,4326,28.03130012800011,2.0,0.0,2.0,6.0,0.0,no_charge
ros1_edge_7447_4451,7447,4451,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
ros1_edge_7447_9373,7447,9373,12.019986496000058,2.0,0.0,1.0,4.0,0.0,no_charge
ros1_edge_8550_0798,8550,0798,24.995248968,0.0,0.0,2.0,1.0,0.0,no_charge
ros1_edge_8550_1495,8550,1495,35.02588039999995,4.0,0.0,2.0,7.0,0.0,no_charge
ros1_edge_8550_7454,8550,7454,42.04695019200017,3.0,0.0,3.0,9.0,0.0,no_charge
ros1_edge_8602_2606,8602,2606,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
ros1_edge_8602_5109,8602,5109,2.015650064000056,1.0,0.0,0.0,2.0,0.0,no_charge
ros1_edge_8654_0529,8654,0529,15.994914619999975,1.0,0.0,1.0,1.0,0.0,no_charge
ros1_edge_8794_6674,8794,6674,24.995248968,0.0,0.0,2.0,1.0,0.0,no_charge
ros1_edge_8794_7454,8794,7454,40.03130012800011,1.0,1.0,3.0,7.0,0.0,no_charge
ros1_edge_9022_2879,9022,2879,26.052035572000193,2.0,0.0,2.0,8.0,0.0,no_charge
ros1_edge_9022_9373,9022,9373,3.9749281239999164,1.0,0.0,0.0,3.0,0.0,no_charge
ros1_edge_9373_0529,9373,0529,3.9749281239999164,1.0,0.0,0.0,3.0,0.0,no_charge
ros1_edge_9373_1495,9373,1495,42.030551179999975,4.0,0.0,3.0,8.0,0.0,no_charge
ros1_edge_9373_5602,9373,5602,17.990578187999972,0.0,0.0,1.0,0.0,0.0,no_charge
eg5_edge_CHEMBL1077204_CHEMBL1083836,CHEMBL1077204,CHEMBL1083836,128.0197473760001,6.0,1.0,8.0,11.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1077204_CHEMBL1084143,CHEMBL1077204,CHEMBL1084143,9.031302216000256,2.0,0.0,0.0,8.0,0.0,constant_charge
eg5_edge_CHEMBL1077204_CHEMBL1084676,CHEMBL1077204,CHEMBL1084676,0.984015587999977,0.0,0.0,0.0,1.0,0.0,constant_charge
eg5_edge_CHEMBL1077227_CHEMBL1078998,CHEMBL1077227,CHEMBL1078998,44.049475612090134,3.0,0.0,3.0,9.0,1.0,charge_change
eg5_edge_CHEMBL1077227_CHEMBL1084935,CHEMBL1077227,CHEMBL1084935,52.08544387600023,4.0,0.0,5.0,13.0,0.0,constant_charge
eg5_edge_CHEMBL1077227_CHEMBL1085666,CHEMBL1077227,CHEMBL1085666,8.047286628000279,4.0,0.0,0.0,9.0,0.0,constant_charge
eg5_edge_CHEMBL1077227_CHEMBL1086410,CHEMBL1077227,CHEMBL1086410,5.956420935999972,0.0,0.0,1.0,3.0,0.0,constant_charge
eg5_edge_CHEMBL1078691_CHEMBL1089056,CHEMBL1078691,CHEMBL1089056,15.994914619999975,1.0,0.0,1.0,1.0,0.0,no_charge
eg5_edge_CHEMBL1078691_CHEMBL1093088,CHEMBL1078691,CHEMBL1093088,76.96256684799982,2.0,1.0,5.0,1.0,0.0,no_charge
eg5_edge_CHEMBL1078774_CHEMBL1088740,CHEMBL1078774,CHEMBL1088740,76.03244300000017,4.0,0.0,5.0,10.0,0.0,no_charge
eg5_edge_CHEMBL1078774_CHEMBL1089056,CHEMBL1078774,CHEMBL1089056,33.98549280799995,1.0,0.0,2.0,1.0,0.0,no_charge
eg5_edge_CHEMBL1082248_CHEMBL1083517,CHEMBL1082248,CHEMBL1083517,11.918791007999971,2.0,0.0,3.0,4.0,0.0,constant_charge
eg5_edge_CHEMBL1082248_CHEMBL1083836,CHEMBL1082248,CHEMBL1083836,55.86979012799986,1.0,1.0,1.0,7.0,0.0,constant_charge
eg5_edge_CHEMBL1082248_CHEMBL1084143,CHEMBL1082248,CHEMBL1084143,81.1812594640005,9.0,0.0,9.0,26.0,0.0,charge_move
eg5_edge_CHEMBL1082248_CHEMBL1084678,CHEMBL1082248,CHEMBL1084678,93.1060438360002,6.0,0.0,9.0,17.0,0.0,charge_move
eg5_edge_CHEMBL1082248_CHEMBL1086410,CHEMBL1082248,CHEMBL1086410,39.83848999999975,4.0,0.0,2.0,12.0,0.0,constant_charge
eg5_edge_CHEMBL1082248_CHEMBL1096002,CHEMBL1082248,CHEMBL1096002,13.938919735999946,2.0,0.0,2.0,4.0,0.0,constant_charge
eg5_edge_CHEMBL1082249_CHEMBL1077227,CHEMBL1082249,CHEMBL1077227,104.91918284399992,0.0,0.0,4.0,1.0,0.0,constant_charge
eg5_edge_CHEMBL1082249_CHEMBL1082248,CHEMBL1082249,CHEMBL1082248,71.03711378000014,4.0,0.0,5.0,10.0,0.0,constant_charge
eg5_edge_CHEMBL1082249_CHEMBL1086409,CHEMBL1082249,CHEMBL1086409,80.96024122000017,3.0,0.0,2.0,7.0,0.0,constant_charge
eg5_edge_CHEMBL1082249_CHEMBL1096003,CHEMBL1082249,CHEMBL1096003,6.0331512640000255,1.0,0.0,2.0,4.0,0.0,charge_move
eg5_edge_CHEMBL1083517_CHEMBL1085666,CHEMBL1083517,CHEMBL1085666,30.010564684000087,2.0,0.0,2.0,4.0,0.0,constant_charge
eg5_edge_CHEMBL1083836_CHEMBL1085666,CHEMBL1083836,CHEMBL1085666,13.940434435999805,1.0,1.0,0.0,7.0,0.0,constant_charge
eg5_edge_CHEMBL1083836_CHEMBL1096002,CHEMBL1083836,CHEMBL1096002,41.93087039199992,1.0,1.0,1.0,3.0,0.0,constant_charge
eg5_edge_CHEMBL1084115_CHEMBL1078998,CHEMBL1084115,CHEMBL1078998,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
eg5_edge_CHEMBL1084115_CHEMBL1088740,CHEMBL1084115,CHEMBL1088740,48.00337112800014,3.0,0.0,2.0,6.0,0.0,no_charge
eg5_edge_CHEMBL1084115_CHEMBL1089056,CHEMBL1084115,CHEMBL1089056,5.956420935999915,0.0,0.0,1.0,3.0,0.0,no_charge
eg5_edge_CHEMBL1084431_CHEMBL1083517,CHEMBL1084431,CHEMBL1083517,131.07349928800028,4.0,1.0,10.0,19.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1084431_CHEMBL1085666,CHEMBL1084431,CHEMBL1085666,161.08406397200037,6.0,1.0,12.0,23.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1084431_CHEMBL1096002,CHEMBL1084431,CHEMBL1096002,133.09362801600025,4.0,1.0,11.0,19.0,0.0,charge_move
eg5_edge_CHEMBL1084677_CHEMBL1083836,CHEMBL1084677,CHEMBL1083836,134.9601839,4.0,1.0,7.0,7.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1084677_CHEMBL1084676,CHEMBL1084677,CHEMBL1084676,5.956420935999915,2.0,0.0,1.0,3.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1084677_CHEMBL1085692,CHEMBL1084677,CHEMBL1085692,19.97802013600011,1.0,0.0,1.0,2.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1084677_CHEMBL1096003,CHEMBL1084677,CHEMBL1096003,2.0201287279999747,0.0,0.0,1.0,0.0,0.0,constant_charge
eg5_edge_CHEMBL1084678_CHEMBL1077204,CHEMBL1084678,CHEMBL1077204,20.95608658799995,1.0,0.0,0.0,1.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1084678_CHEMBL1084143,CHEMBL1084678,CHEMBL1084143,11.924784371999692,3.0,0.0,0.0,9.0,0.0,constant_charge
eg5_edge_CHEMBL1084678_CHEMBL1084431,CHEMBL1084678,CHEMBL1084431,26.04866444400011,0.0,1.0,4.0,6.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1084678_CHEMBL1084676,CHEMBL1084678,CHEMBL1084676,19.97207099999997,1.0,0.0,0.0,0.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1084678_CHEMBL1084677,CHEMBL1084678,CHEMBL1084677,14.015650064000056,1.0,0.0,1.0,3.0,0.0,charge_move
eg5_edge_CHEMBL1084678_CHEMBL1084935,CHEMBL1084678,CHEMBL1084935,74.90266902399975,2.0,0.0,3.0,5.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1085692_CHEMBL1084676,CHEMBL1085692,CHEMBL1084676,25.934441072000027,1.0,0.0,2.0,1.0,0.0,constant_charge
eg5_edge_CHEMBL1085692_CHEMBL1096002,CHEMBL1085692,CHEMBL1096002,113.0073336440002,4.0,0.0,5.0,12.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1085895_CHEMBL1078998,CHEMBL1085895,CHEMBL1078998,136.04259099600006,5.0,0.0,10.0,13.0,0.0,no_charge
eg5_edge_CHEMBL1085895_CHEMBL1088740,CHEMBL1085895,CHEMBL1088740,184.0459621240002,8.0,0.0,12.0,19.0,0.0,no_charge
eg5_edge_CHEMBL1086409_CHEMBL1082248,CHEMBL1086409,CHEMBL1082248,9.92312744000003,1.0,0.0,3.0,3.0,0.0,constant_charge
eg5_edge_CHEMBL1086409_CHEMBL1083517,CHEMBL1086409,CHEMBL1083517,1.9956635679999408,1.0,0.0,0.0,1.0,0.0,constant_charge
eg5_edge_CHEMBL1086409_CHEMBL1084676,CHEMBL1086409,CHEMBL1084676,83.05710027600026,6.0,0.0,6.0,14.0,0.0,charge_move
eg5_edge_CHEMBL1086409_CHEMBL1084678,CHEMBL1086409,CHEMBL1084678,103.02917127600023,5.0,0.0,6.0,14.0,0.0,charge_move
eg5_edge_CHEMBL1086409_CHEMBL1085666,CHEMBL1086409,CHEMBL1085666,32.00622825200003,1.0,0.0,2.0,3.0,0.0,constant_charge
eg5_edge_CHEMBL1086409_CHEMBL1086410,CHEMBL1086409,CHEMBL1086410,29.91536255999972,3.0,0.0,1.0,9.0,0.0,constant_charge
eg5_edge_CHEMBL1086410_CHEMBL1084935,CHEMBL1086410,CHEMBL1084935,58.0418648120002,4.0,0.0,4.0,10.0,0.0,constant_charge
eg5_edge_CHEMBL1086410_CHEMBL1089056,CHEMBL1086410,CHEMBL1089056,44.04947561209008,3.0,0.0,3.0,9.0,1.0,charge_change
eg5_edge_CHEMBL1086410_CHEMBL1096002,CHEMBL1086410,CHEMBL1096002,25.899570263999806,2.0,0.0,0.0,8.0,0.0,constant_charge
eg5_edge_CHEMBL1089056_CHEMBL1078998,CHEMBL1089056,CHEMBL1078998,5.956420935999915,0.0,0.0,1.0,3.0,0.0,no_charge
eg5_edge_CHEMBL1089056_CHEMBL1088740,CHEMBL1089056,CHEMBL1088740,42.046950192000224,3.0,0.0,3.0,9.0,0.0,no_charge
eg5_edge_CHEMBL1089393_CHEMBL1085895,CHEMBL1089393,CHEMBL1085895,164.10058454000028,9.0,0.0,12.0,22.0,0.0,no_charge
eg5_edge_CHEMBL1089393_CHEMBL1088740,CHEMBL1089393,CHEMBL1088740,19.945377583999914,1.0,0.0,0.0,3.0,0.0,no_charge
eg5_edge_CHEMBL1089393_CHEMBL1093088,CHEMBL1089393,CHEMBL1093088,115.05905407600011,3.0,1.0,9.0,12.0,0.0,no_charge
eg5_edge_CHEMBL1093087_CHEMBL1083517,CHEMBL1093087,CHEMBL1083517,89.06293460400013,2.0,1.0,7.0,14.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1093087_CHEMBL1084678,CHEMBL1093087,CHEMBL1084678,15.961900240000034,2.0,1.0,1.0,1.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1093087_CHEMBL1086409,CHEMBL1093087,CHEMBL1086409,87.0672710360002,3.0,1.0,7.0,15.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1093087_CHEMBL1096003,CHEMBL1093087,CHEMBL1096003,0.07387855199999649,1.0,1.0,3.0,4.0,0.0,charge_to_dummy
eg5_edge_CHEMBL1093088_CHEMBL1088740,CHEMBL1093088,CHEMBL1088740,135.00443166000002,2.0,1.0,9.0,9.0,0.0,no_charge
eg5_edge_CHEMBL1096002_CHEMBL1084935,CHEMBL1096002,CHEMBL1084935,32.14229454800039,6.0,0.0,4.0,18.0,0.0,constant_charge
eg5_edge_CHEMBL1096003_CHEMBL1084143,CHEMBL1096003,CHEMBL1084143,4.110994420000338,4.0,0.0,2.0,12.0,0.0,charge_move
cdk8_edge_13_14,13,14,120.0211293680006,0.0,2.0,9.0,13.0,0.0,no_charge
cdk8_edge_16_14,16,14,48.00000000000048,1.0,1.0,4.0,4.0,0.0,no_charge
cdk8_edge_16_15,16,15,46.005479304000005,3.0,0.0,3.0,5.0,0.0,no_charge
cdk8_edge_16_19,16,19,66.02179806400011,1.0,1.0,5.0,7.0,0.0,no_charge
cdk8_edge_16_20,16,20,124.06366287600025,5.0,1.0,9.0,17.0,0.0,no_charge
cdk8_edge_17_16,17,16,40.00614800000005,0.0,1.0,3.0,3.0,0.0,no_charge
cdk8_edge_17_25,17,25,61.982635684,1.0,0.0,3.0,5.0,0.0,no_charge
cdk8_edge_17_45,17,45,56.026214748000086,1.0,1.0,4.0,8.0,0.0,no_charge
cdk8_edge_18_13,18,13,32.014981368000065,1.0,0.0,2.0,6.0,0.0,no_charge
cdk8_edge_18_15,18,15,5.999331303999952,3.0,1.0,0.0,2.0,0.0,no_charge
cdk8_edge_18_45,18,45,56.026214748000086,1.0,1.0,4.0,8.0,0.0,no_charge
cdk8_edge_19_25,19,25,35.966985619999946,0.0,0.0,1.0,1.0,0.0,no_charge
cdk8_edge_19_32,19,32,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
cdk8_edge_20_35,20,35,16.03130012800011,4.0,1.0,1.0,5.0,0.0,no_charge
cdk8_edge_21_20,21,20,35.02588040000012,5.0,1.0,2.0,7.0,0.0,no_charge
cdk8_edge_21_26,21,26,2.999665652000033,1.0,0.0,0.0,1.0,0.0,no_charge
cdk8_edge_21_29,21,29,38.96665127199998,1.0,0.0,1.0,2.0,0.0,no_charge
