,ligand,target,DG_Exp.,dDG_Exp.,DG_OpenFF-1.0,DG_OpenFF-1.0_converged,DG_OpenFF-1.2,DG_OpenFF-1.2_converged,DG_OpenFF-2.0,DG_OpenFF-2.0_converged,DG_OPLS3e,DG_GAFF2,DG_cGenFF,DG_Consensus_OpenFF_GAFF2_cGenFF,DG_Consensus_OpenFF_GAFF2,DG_Consensus_all,dDG_OpenFF-1.0,dDG_OpenFF-1.0_converged,dDG_OpenFF-1.2,dDG_OpenFF-1.2_converged,dDG_OpenFF-2.0,dDG_OpenFF-2.0_converged,dDG_OPLS3e,dDG_GAFF2,dDG_cGenFF,dDG_Consensus_OpenFF_GAFF2_cGenFF,dDG_Consensus_OpenFF_GAFF2,dDG_Consensus_all
tyk2_lig_ejm_43,ejm_43,tyk2,-8.34,0.0,-8.164314335557718,-8.160624873264315,,,-8.33669825283895,-8.335316844591343,-8.216554838736084,-8.489187629331232,-8.333260968752143,-8.77681591366235,-8.603391292008064,-8.348573741306469,0.16615121645092668,0.1642597489511251,,,0.11401474810830128,0.11386525369760865,0.09510421613077799,0.10526725272159289,0.49663196534574877,0.18531092948177602,0.10774363476878351,0.13429064858675274
tyk2_lig_ejm_45,ejm_45,tyk2,-9.65,0.0,-9.918649886269709,-9.919221005501665,,,-9.958213087521742,-9.970315330449246,-9.664587980628172,-10.83063558884854,-10.538275603501457,-10.45115896328273,-10.187243364832918,-10.373761578569903,0.0868351892084025,0.08721419596184876,,,0.12963843659479082,0.12855349019060075,0.0395633159491003,0.10359509190921708,0.14225109962110802,0.2459124906930579,0.26129434219254744,0.06587406338871821
tyk2_lig_ejm_46,ejm_46,tyk2,-11.42,0.0,-10.677980113587866,-10.677945253494388,,,-10.821003142818816,-10.819698463905658,-10.960512749569487,-10.837153016987667,-10.69475887223289,-10.659848565930966,-10.778083944789547,-10.844294018540046,0.11856700714441301,0.11806816288809423,,,0.10360152593387023,0.10407022615644632,0.04561198958205604,0.0910542516938065,0.10503549148979753,0.19633381553594434,0.09971350435379961,0.049303738286070035
tyk2_lig_ejm_48,ejm_48,tyk2,-9.09,0.0,-9.17201736875862,-9.172627883822328,,,-8.87918283798262,-8.876897859760609,-8.820070024087494,-8.630308040881374,-10.099928268136344,-9.208430552606346,-8.39746526862331,-9.141489947917815,0.2780083187353213,0.27847991650810766,,,0.11893987835832268,0.1188196671842902,0.0491304972703546,0.11876332377811713,0.1449137536263611,0.20685334764621527,0.1154687097633425,0.06727493475337461
tyk2_lig_jmc_28,jmc_28,tyk2,-11.08,0.0,-9.913229944440314,-9.9135531651931,,,-10.129484102697727,-10.13115302110851,-10.556598323417722,-9.574637023016043,-9.390093643892317,-9.583674896416259,-10.007552531548631,-9.90898541225867,0.11091146004866019,0.11044856386467596,,,0.12320098981168583,0.12351089284939941,0.05438929841871131,0.1160334278217023,0.1587541626466647,0.21885712397341606,0.12949599227129713,0.0682896024068646
tyk2_lig_ejm_42,ejm_42,tyk2,-9.88,0.0,-9.897277580171773,-9.900952340293063,,,-10.06142835968916,-10.073347430999434,-9.898826007243642,-10.246505614056572,-10.345065718769959,-10.334750463698704,-9.979947949804973,-10.244150577817967,0.07288611889553924,0.07257705501254734,,,0.08221467773676193,0.08271264953565403,0.032988763947509346,0.0877792217054132,0.1299861719020648,0.2150182701045309,0.0787385357369054,0.05672318831841295
tyk2_lig_ejm_54,ejm_54,tyk2,-10.63,0.0,-11.588707605653795,-11.59129671409351,,,-10.482703787132968,-10.475477358386403,-10.384065871305287,-11.371022784809933,-12.1429330035462,-11.048574675972912,-10.735962259042063,-10.884863537596875,0.11900810421037986,0.11879026255390245,,,0.11431978768116749,0.11587440752927923,0.0660881375344183,0.1343529910406981,0.2234332738156866,0.5544907533294372,0.40468442741839333,0.08980579530178938
tyk2_lig_ejm_55,ejm_55,tyk2,-9.29,0.0,-11.017846500691924,-11.021313160731623,,,-10.821866315519708,-10.840654591187015,-10.601093163153173,-11.001154366308674,-9.516526419641366,-10.405531996192442,-10.84635015716665,-10.325174383937549,0.07498202217287528,0.0744436521814665,,,0.08113397530062202,0.08178327580345435,0.0353479192972248,0.10341934282092399,0.2730495463070523,0.1602155571375497,0.07409417002644929,0.10053378762056214
tyk2_lig_ejm_44,ejm_44,tyk2,-7.49,0.0,-6.9260461464512195,-6.929877942700047,,,-6.251503000973591,-6.269618522225731,-6.7114796616802455,-6.515050384773278,-5.921178611180751,-6.025829614263832,-6.106731092014385,-6.274267195544131,0.24484958744500787,0.24520590693305203,,,0.1884216127163148,0.18880088039499954,0.06067358441433762,0.27443243728210204,0.32840237508301456,0.32560287335116533,0.21625805050493532,0.15308123609198632
tyk2_lig_ejm_47,ejm_47,tyk2,-9.79,0.0,-9.90881461669789,-9.90912016386698,,,-9.57872824566487,-9.510223435339366,-9.80807556638915,-9.455293828196321,-8.448464020549551,-9.59919032783958,-9.832456108105244,-9.407698928675936,0.1687321395251115,0.16671698107565036,,,0.2404241367025757,0.24598124107136626,0.053739435170909386,0.13647980616144562,0.20323215081419235,0.6214402571899531,0.27470579825141966,0.14597328351870123
tyk2_lig_ejm_49,ejm_49,tyk2,-7.82,0.0,-8.613642803407558,-8.60476518079765,,,-8.697972169836508,-8.694865624199771,-7.911119425451879,-9.00658947304874,-8.706222280598817,-8.636525596337295,-8.556580968153119,-8.642657642143035,0.11097297095749227,0.11117163982707032,,,0.11810484374582049,0.11676812949887105,0.08345868873564849,0.1436702923089229,0.15276069491139255,0.24144021574442348,0.18046850809134243,0.0669437431435319
tyk2_lig_ejm_50,ejm_50,tyk2,-9.06,0.0,-9.6932966017345,-9.691434154123996,,,-9.943886364237242,-9.953526466296049,-9.903956799366956,-10.085395931565499,-10.30976124856361,-10.26105936156241,-10.050794684446739,-10.11233267414601,0.1151587359716952,0.11408788971544855,,,0.11403638538104591,0.11634632283769183,0.07410753750274761,0.15148831984438751,0.14259841603037582,0.22977782491954415,0.16533130416291014,0.06981573957591695
tyk2_lig_jmc_23,jmc_23,tyk2,-11.81,0.0,-10.665442233099974,-10.66651425834734,,,-11.04219350900175,-11.049701287919232,-11.435776419193164,-10.734885069043644,-10.640274912893357,-10.617769337596753,-11.003144710539098,-10.935858462677508,0.10011327027639737,0.09959125550895076,,,0.09883520044706545,0.09862781578950461,0.04684275532799589,0.09462402002690039,0.12435500693742658,0.16033625777943472,0.08517123447094528,0.0571211321719176
tyk2_lig_jmc_27,jmc_27,tyk2,-11.38,0.0,-10.597040571780544,-10.597877566733798,,,-10.914806798470545,-10.920788002897625,-11.356698997192469,-10.121326115220286,-10.058546996278075,-10.311606522300021,-10.835758678391285,-10.608043941076927,0.11568054910072112,0.11491434510942625,,,0.118163188034965,0.11803615418916019,0.059148631288655336,0.13070807749612376,0.15616482954386776,0.21772258383297224,0.12392981832581597,0.06815783142157059
tyk2_lig_jmc_30,jmc_30,tyk2,-11.04,0.0,-10.96124089963218,-10.960801262095668,,,-11.406136836041497,-11.408192325394651,-11.135936736991564,-10.246504130119764,-10.871826059494776,-10.862422296306224,-11.246249072329979,-10.88913456855174,0.10901704613299197,0.1087972989901911,,,0.1519394196434822,0.1522947458552098,0.07949468916023922,0.13325213973578326,0.136548106131035,0.22887197049531424,0.2768216829998316,0.0821330828215695
ros1_lig_0529,0529,ros1,-9.42,0.0,-11.027665160574998,-11.160452929522036,,,-11.331335011440807,-11.365059787453493,-11.318011813669948,-10.535388375448235,-10.015837061512388,-11.09583876950333,-10.83496007951447,-10.804621397867038,0.16489698948152048,0.19752639215981463,,,0.2881729937571531,0.31573997739782317,0.0625385515170954,0.15929301083615993,0.273977160461022,0.20114342703967558,0.19784982000888038,0.13024087306437301
ros1_lig_6770,6770,ros1,-7.07,0.43,-8.716507229917097,-9.083250355173586,,,-7.944530022366939,-8.362526553056462,-8.034186843513442,-8.781273543424469,-6.682138454896199,-8.035367173795123,-8.09891417974401,-7.789822067434952,0.15575813762016166,0.23028996335229363,,,0.18439384555756413,0.2989098720461825,0.08228002717015642,0.12562377265736974,0.16272753114923838,0.27622980024672383,0.1442417749649098,0.08640259523075806
ros1_lig_0681,0681,ros1,-9.39,0.11,-9.388901930339623,-9.504354147879713,,,-9.783316952635337,-9.449819344691345,-10.2116476441786,-8.471177208864004,-9.479260558880632,-8.629402050994223,-8.164921519149715,-9.507532054516917,0.1435135975324655,0.18365655113148502,,,0.1880424680840902,0.23101019771735282,0.05278779394089062,0.10992311740754557,0.16835493622676567,0.21670403148756093,0.22127713437015764,0.0823736930770516
ros1_lig_1537,1537,ros1,-9.22,0.05,-9.704309872472416,-9.852731850920359,,,-9.781531671898108,-9.575219364288394,-9.2596229569698,-8.148732675878316,-9.777919458888535,-8.845042584141556,-8.14717428067002,-9.35978967167192,0.18837069058746272,0.21171388168712574,,,0.2369705776286632,0.2632071112489274,0.061451243994227016,0.14590477510855118,0.21697680401827024,0.23682066901157017,0.21871564156550993,0.10439719288508356
ros1_lig_1872,1872,ros1,-9.5,0.11,-9.393989390439291,-9.494376609502794,,,-9.471572625905448,-9.053426623615259,-10.653673745079814,-10.041152780622987,-10.237742413124645,-9.794204160219987,-10.000606601811981,-10.095857027824497,0.14104859981682824,0.17414679714537762,,,0.17671478122583034,0.23035529622470524,0.05480122306526166,0.10648879282490424,0.16178442854550282,0.28200528663714486,0.24422718501326238,0.07861497720892784
ros1_lig_5109,5109,ros1,-9.43,0.06,-8.714393690668285,-8.078789230275108,,,-9.053378673837708,-9.000691296656504,-8.40567405631994,-8.64642455955655,-9.506767336085748,-8.767778548411853,-8.44287773542029,-8.856104062715442,0.1968795371198838,0.26722048364745404,,,0.2220630798476391,0.2867065930458566,0.07316074901974427,0.1683157027638249,0.18321700320480436,0.20056268272385983,0.21406521488932698,0.09833527021702515
ros1_lig_7454,7454,ros1,-7.87,0.06,-9.601229066162073,-9.69789297492055,,,-9.176215316603802,-9.450437587226638,-9.262735043962577,-8.221188610737206,-8.087202329534986,-8.84996538078968,-8.624854973936674,-8.832844432514062,0.29268516314375675,0.33431867385362674,,,0.1806484357046771,0.2520120740893085,0.0724164767322093,0.15615340055257546,0.2232198840972359,0.2924665016580331,0.2332159847671862,0.10307277910861945
ros1_lig_0798,0798,ros1,-10.31,0.12,-8.994509479222545,-10.171673913962975,,,-10.090203684341253,-10.00030893469535,-10.844847433796062,-10.013438381785503,-10.597745555217713,-10.167509940694218,-10.219476309787368,-10.319570859685271,0.12235453148028143,0.15151689606719598,,,0.16365699697028183,0.17802673381765538,0.064568897386761,0.11924676722144358,0.15083784794662194,0.20254849622832996,0.14947043519825798,0.07576074804976557
ros1_lig_1859,1859,ros1,-8.73,0.05,-11.86744314189464,-12.062058694442516,,,-10.87199198242217,-11.245358876370503,-8.885339229473285,-11.779977600847872,-8.782422891352844,-10.531965073321366,-11.183989847026307,-10.156463188314884,0.2068185344141341,0.22324771276420902,,,0.26387921782727164,0.34657545454811917,0.08563520279298324,0.18909027426599379,0.2635746108243543,0.43656683449579664,0.22693012632770082,0.12012399308831764
ros1_lig_4451,4451,ros1,-8.52,0.19,-8.380469309019134,-8.419571183163,,,-7.730163621294405,-7.479982869975256,-8.612104739906357,-8.165059873630806,-7.981237405757775,-7.852035858743124,-8.20866654395258,-8.096669692144669,0.12941239549152098,0.152023009262068,,,0.20420621346217593,0.2542913612002899,0.13435813557712348,0.11736797977368589,0.15741481650170866,0.2058498480312105,0.17256207225044518,0.0896194311312647
ros1_lig_7447,7447,ros1,-8.87,0.07,-10.38599142273175,-9.24572268159939,,,-8.053007935467603,-7.870189702121281,-8.015843938965336,-9.14112605859987,-8.129312884848881,-8.191368490335671,-8.832768961973958,-8.350986433336189,0.12378445488711216,0.16107541541789794,,,0.2177988423747931,0.2643272624732455,0.08371516774187718,0.1613596110566033,0.21192539398234786,0.2114984091158956,0.17886512361814344,0.1094990420484888
ros1_lig_9022,9022,ros1,-9.07,0.34,-8.513476073746778,-8.73237233808418,,,-8.828237253990547,-8.60759548432149,-9.931015497090979,-9.24966020866676,-9.592074599157343,-8.966837881331678,-9.109102885639206,-9.433044076640462,0.18578175351607404,0.2018939877761251,,,0.23927665355367628,0.2529444477509113,0.06232521878299976,0.1536380130429223,0.21960891975211227,0.20223133122503653,0.1988321951977407,0.11594725427180697
ros1_lig_1495,1495,ros1,-8.06,0.15,-8.166065143114409,-7.626857066977488,,,-8.211817634316446,-8.098601190504503,-7.85112277009869,-7.349627940590884,-7.710661323975905,-7.92509905483603,-7.622192308154084,-7.766723339558189,0.13299591708800176,0.21433368308054065,,,0.17477747287384002,0.2155250715114454,0.08163505162583783,0.13804473794676148,0.1671273602995964,0.20001717501079605,0.19986376818920157,0.08125152684326205
ros1_lig_2606,2606,ros1,-9.58,0.07,-10.734961806315628,-10.760711427431097,,,-10.796522975119366,-10.616979948905932,-9.942147369284296,-10.906649325193964,-10.674638732681505,-10.4930918609099,-10.539119488157212,-10.547301016373343,0.24335855798599895,0.31037099837333115,,,0.28875813358811114,0.43381521581871896,0.07925909058211174,0.17987354341727263,0.23110498581713543,0.3274017469368497,0.41595995815425396,0.12556911507032278
ros1_lig_3040,3040,ros1,-9.51,0.34,-9.602849767175961,-9.458850729624597,,,-10.228141910310018,-10.187857421187092,-9.380056060174851,-9.693087143706888,-9.400492194750573,-10.06439867513779,-9.741917062030158,-9.748260093167456,0.15744497582726433,0.23978261708850215,,,0.2123070209643894,0.27842025049897096,0.08994397402432136,0.19174196653895487,0.1847559717510202,0.22135179908323677,0.22970835068110498,0.10084355032478401
ros1_lig_6691,6691,ros1,-9.75,0.04,-9.504006575475032,-8.996153354429415,,,-9.878702348198129,-9.819040473131697,-8.541096933367628,-9.040770122381526,-10.031984199635922,-9.668675772518391,-9.429346726487873,-9.355928698632637,0.2285322642127627,0.25817471678729276,,,0.22817931708846256,0.2974215970274487,0.0808578822654729,0.17170922605099795,0.2431038938835393,0.2072984803614057,0.2115027769322327,0.1041133015894797
ros1_lig_2879,2879,ros1,-9.02,0.37,-7.230328964450017,-7.356672115269877,,,-7.3823107333687545,-6.951296392759975,-7.765196974921731,-7.762104614201599,-8.907624258800373,-7.8551613845147745,-7.6767959302086695,-7.8590387842590905,0.19075720213165515,0.21013943026577556,,,0.21201666074919653,0.2672862368097738,0.05925366315510553,0.16222356385661937,0.19124750126995266,0.43852318224297926,0.28140997640728427,0.09556427865350933
ros1_lig_4326,4326,ros1,-7.67,0.04,-5.684481842199636,-5.234991448480075,,,-4.0123647155819295,-5.178692209703856,-5.385641107498156,-5.264061066929135,-5.314276359480503,-4.808935839569511,-6.87932220460919,-5.042459303006251,0.34387587325328417,1.0094497737654842,,,0.4154895460920808,0.9956488070614026,0.12062525281442808,0.3148864496965387,0.36683643385683623,0.6029428061796527,0.26102672703515617,0.23145559933507348
ros1_lig_8654,8654,ros1,-11.2,0.11,-9.413027239942991,-9.574991448480073,,,-9.355234618267415,-10.28869220970384,-10.110168679721458,-10.50467617128713,-11.203641592498789,-10.572504701726318,-11.27205857245688,-10.33037510523428,0.27968613080594273,0.29070721197074034,,,0.5129636450829308,0.8331249342684006,0.09714142674812493,0.46545526199064474,0.36142618894954026,0.4842452381528284,0.23486936194336455,0.21761869188993882
ros1_lig_9373,9373,ros1,-10.97,0.12,-11.492046337436715,-11.271704915787046,,,-10.732296875411215,-10.823632341418858,-11.93217347631504,-11.225734478260994,-12.057415648000092,-11.41328362904608,-11.254975115012355,-11.489225542089109,0.11072109767615589,0.14626646345799887,,,0.16924642614790944,0.20565534656515144,0.05081406891342134,0.15264614732969828,0.20725151740709455,0.16609026865014073,0.16275832810923307,0.09532955574487995
ros1_lig_6674,6674,ros1,-10.17,0.16,-9.741529686689983,-9.789819815538948,,,-9.852110122171386,-9.506155319027094,-9.757269547487011,-9.948549827535818,-10.226757556339725,-9.880993321474417,-10.039675780873408,-9.955260684296851,0.1328890427294211,0.16276759334102914,,,0.20182975293174418,0.2713371220895346,0.06796112547228338,0.11339670370919104,0.1576035713721939,0.2284844198220861,0.17374592111125636,0.08354681940299392
ros1_lig_2359,2359,ros1,-10.84,0.08,-11.476660511530657,-11.113593176577442,,,-10.993277466432078,-10.891591966414953,-11.026109643074747,-11.560550398386411,-10.781421918764218,-11.16322729332779,-11.128218564750595,-11.104914493104564,0.15621388739946016,0.22275094801538123,,,0.22099094891453258,0.23717982210035465,0.08301142243438238,0.18713892870678123,0.19623320077384526,0.32818054320779805,0.41288034267287277,0.09834904935199194
ros1_lig_3053,3053,ros1,-8.02,0.07,-8.76792152750307,-7.975432475923048,,,-7.9421859484328445,-7.795797276802411,-7.679730019259068,-9.418102980584209,-8.073825103801905,-8.463851707277211,-8.704614197619273,-8.182192731496746,0.22194985764003983,0.2978981697853741,,,0.2716689232691804,0.3266046912222455,0.08992389528223858,0.231501776285452,0.21658113763469747,0.32281032892783007,0.2970466610811247,0.11805210308427659
ros1_lig_3507,3507,ros1,-9.5,0.14,-7.19503489073035,-7.228563897634637,,,-7.2080148850651,-7.137487975200398,-8.187688446768385,-6.943685531258494,-7.997109019387635,-7.571207045535045,-7.232705552761507,-7.579703682873252,0.1683346916548801,0.1970909326442669,,,0.18314652558857872,0.19544797689676585,0.06787289020046267,0.18117342163717856,0.2247007285212269,0.32350934804093096,0.282125315642834,0.09873644975097594
ros1_lig_8602,8602,ros1,-10.39,0.02,-9.38893196454498,-8.775403505716495,,,-10.146180246238838,-10.12914415397482,-9.549946257658156,-9.62037558573479,-10.000239422286693,-9.582488106975623,-9.21947813091227,-9.796501938747943,0.2735396719948878,0.31359894610540767,,,0.2607421205761238,0.3450105161085371,0.07606762054934635,0.19476416948174077,0.2036157487396759,0.2175859492241918,0.23126344727141976,0.11006165289498163
ros1_lig_5602,5602,ros1,-9.51,0.02,-11.847120185198245,-11.429578334201118,,,-11.261081106282349,-11.431076521636236,-11.728788178395924,-10.529229125057357,-11.497119750929759,-11.39042209684667,-10.82573045000975,-11.320552731881353,0.16894911710243163,0.21790562581877668,,,0.1692261279953971,0.22518931834221054,0.07318843216411643,0.1648606238235127,0.22923307607740456,0.2184571948611473,0.22415623364027693,0.0996759389131888
ros1_lig_8550,8550,ros1,-9.68,0.04,-9.138613178499948,-9.963609562943494,,,-10.387275968985222,-10.069567254596386,-9.861225501552147,-9.98220127629475,-9.67484177224724,-10.21942431206175,-9.445031808619225,-9.809595989509397,0.19025888365941615,0.20682398652540204,,,0.190238502959026,0.24500390937832922,0.07857152858474703,0.15087647763631343,0.21332330363172897,0.2908090617169415,0.20739563259946447,0.09147611151054064
ros1_lig_8794,8794,ros1,-10.12,0.04,-7.317534612003766,-9.329819815538947,,,-10.886997693614791,-11.00377092055998,-9.256936091496582,-10.44599453453346,-8.968290197161505,-10.589919285960887,-10.510504188710975,-9.89866090110326,0.6959011151594321,1.0199285644217138,,,0.2469094827959156,0.5587724124141717,0.08711769996809696,0.23389034517259585,0.2010584612077979,0.3253202754448829,0.1665629016379123,0.10701212176518371
eg5_lig_CHEMBL1077204,CHEMBL1077204,eg5,-11.11,0.0,-12.304172201787305,-13.654815403700628,-13.233240097106453,-12.544114570232688,-11.97932623611902,,-12.168649773913973,-12.69692829605987,-11.13105632720964,-11.524535807914683,-11.457438321272152,-12.110216148762888,0.25267133734946046,0.4930737418435281,0.30609250479729017,0.5856214908080678,0.3239582520311097,,0.10855039047640397,0.37499351829487587,0.39125270486480096,0.461771628055823,0.4635213002285885,0.20408992636920212
eg5_lig_CHEMBL1083836,CHEMBL1083836,eg5,-10.92,0.0,-10.269083914233123,-10.360564275235541,-10.358226847607497,-10.65078123689931,-10.57319936538559,,-10.266345757629827,-9.888564207843233,-10.63279529772779,-10.75086581169002,-10.877073750369927,-10.49903712252885,0.20153372070379993,0.23908653725297277,0.240406312077057,0.31976211449299063,0.22925094743733734,,0.06280994476125251,0.23065420384793728,0.20577876918327703,0.35166557784372215,0.3933669797839536,0.11727854040914745
eg5_lig_CHEMBL1084143,CHEMBL1084143,eg5,-11.94,0.0,-11.528772315788768,-9.430564275235536,-12.450222359123185,-10.358455118902372,-11.780348519150307,,-13.04217585805227,-10.616276105345193,-11.333129689876701,-11.049041236959203,-10.756683027191851,-11.734403088358887,0.36088262952683653,1.0373917597381772,0.3832810865448775,0.8793900402252126,0.4140560507396227,,0.11873121783127576,0.28137300648290287,0.3432538967275306,0.4159755969361982,0.4411919722390113,0.1714133313917084
eg5_lig_CHEMBL1084676,CHEMBL1084676,eg5,-10.78,0.0,-11.397866644978082,-12.701482070367287,-12.088425095809523,-11.050703576905443,-11.50730437806283,,-10.69891654994707,-11.482869039381898,-10.92254214420951,-11.010024643267533,-10.716625554407576,-11.215370692235314,0.24706029859430592,0.4699749870561249,0.2739347401985137,0.6194615825647524,0.25821342380337164,,0.09306232307758606,0.34959456196548533,0.3419152068040508,0.43140010923114924,0.46041303640921594,0.1758064980334986
eg5_lig_CHEMBL1077227,CHEMBL1077227,eg5,-11.39,0.0,-11.65210537436164,-11.813360845359593,-11.57935594371361,-12.208025198243268,-9.925112216363415,,-10.679592219378307,-11.772350042744874,-14.767162962639889,-12.237336003924653,-10.927930555447695,-11.851362813525059,0.14685619412423467,0.17991168283946524,0.1679190978818607,0.31122066159394807,0.13894945305710035,,0.05602941606534909,0.15656525229580454,0.2399287715697832,0.5013871724200047,0.47845677462484404,0.10139473682383794
eg5_lig_CHEMBL1078998,CHEMBL1078998,eg5,-10.44,0.0,-11.560156850937629,-11.69344359477647,-10.852251481217358,-11.483155661221526,-10.12142399872819,,-10.19685046696726,-11.16530509782074,-13.137410504838279,-11.334860153816315,-10.443640650340472,-11.147727107101495,0.1795321388366349,0.20419278057066242,0.196124126930457,0.32508002862740515,0.1752461579156069,,0.07262230185897946,0.16516532810334375,0.2448184105804358,0.516996847113708,0.4866535905078065,0.09934939574670869
eg5_lig_CHEMBL1084935,CHEMBL1084935,eg5,-10.6,0.0,-9.79105187972619,-9.867079047068058,-10.249430731424907,-10.923370577572358,-9.006403083739674,,-9.446868002656561,-9.019732406840422,-10.334602911533219,-9.894090358022689,-9.237131762216578,-9.471533333808447,0.34770692983993406,0.4141673226821899,0.3213518668834657,0.42602736665778335,0.22045648802486334,,0.09340292791811779,0.23808173528592189,0.2762443272493711,0.4446322256044153,0.42305003487171794,0.14334316479141768
eg5_lig_CHEMBL1085666,CHEMBL1085666,eg5,-10.57,0.0,-9.899729719356811,-10.122287954056702,-10.50886154796541,-11.062913848703515,-10.755956333292344,,-10.661032305917344,-11.165661967492822,-12.19800490701588,-11.185948374191335,-11.314630709361241,-11.301767665563093,0.17435644719481957,0.19656473662808568,0.18068442934879328,0.3624029829371722,0.17654825545022168,,0.07568175731728581,0.27177970318317146,0.2475848095533943,0.3642879018682473,0.3414257238067574,0.12794070878496627
eg5_lig_CHEMBL1086410,CHEMBL1086410,eg5,-11.53,0.0,-9.141999272727432,-9.288883380569084,-9.365152431260263,-9.980860090842992,-11.07470329560634,,-10.178195381791072,-9.686680867776028,-11.217797649992374,-10.879485023579175,-10.62336383061188,-10.63064916369776,0.14081865140784913,0.18076137463656353,0.18587981426861694,0.31601655768466835,0.12870588581139294,,0.04567050496852762,0.130534585424163,0.19352797053975185,0.34284610018674005,0.3815728076607804,0.07636927853679268
eg5_lig_CHEMBL1078691,CHEMBL1078691,eg5,-10.25,0.0,-8.946748854125952,-9.097607528046582,-9.011232272425463,-9.642240649275868,-11.618406966297883,,-10.65237107148899,-8.474213460781716,-9.042523974955039,-9.809974118073312,-10.416075910009697,-9.887933743510755,0.20491346393274798,0.22433453212171336,0.272087944546008,0.37462659490339884,0.39201036903805175,,0.14834136734067851,0.20629882341554695,0.398008009931426,1.0275554664657773,1.5457257635487294,0.15864260372929045
eg5_lig_CHEMBL1089056,CHEMBL1089056,eg5,-9.5,0.0,-10.533047353460082,-10.688742620031599,-10.813279487900143,-11.444129946534302,-9.962304801263302,,-9.423316201244017,-10.487599279476031,-9.670009512610983,-10.16673402147287,-10.608878855194723,-9.847527228750403,0.17510030668717452,0.19961959829778644,0.21448324862864904,0.33595781259695473,0.16311468032343732,,0.06322687910002872,0.15243942682362185,0.2436105182863587,0.5234497171967629,0.49909663840771784,0.09264385319275983
eg5_lig_CHEMBL1093088,CHEMBL1093088,eg5,-11.29,0.0,-11.540050183374406,-11.667394485599592,-11.08349113762073,-11.716538880794701,-9.9074317070258,,-9.680726611614205,-10.629809391513374,-9.236766719328346,-10.176444508467268,-10.68030278776037,-9.709806515257611,0.30048536030610085,0.30924536495801774,0.28783519715658273,0.38572124858279627,0.24731334352563192,,0.10222126130007135,0.2090865190483879,0.35233320250881295,0.5494382890461158,0.5254195849987535,0.14296638514253163
eg5_lig_CHEMBL1078774,CHEMBL1078774,eg5,-10.67,0.0,-6.562904567636542,-6.654280237714426,-6.46908298566265,-7.093414870522865,-9.12797746823769,,-9.686512559141375,-5.869264594200012,-6.439966226227903,-7.494896735645136,-7.994312750417577,-7.78228614092254,0.40569290763073423,0.4151719178475335,0.22976031611493036,0.34597534313372524,0.2635346479719555,,0.17137212163926016,0.18080983544865176,0.38396393384219746,1.0961479201759394,1.7226907692677085,0.15980843901244288
eg5_lig_CHEMBL1088740,CHEMBL1088740,eg5,-8.75,0.0,-9.03488097271172,-9.086162321879199,-9.48419015702197,-10.112871124563654,-8.35994929556283,,-8.902520252707179,-9.195881034348796,-8.430588120598893,-8.618884352330639,-9.01258998864843,-8.548904876525166,0.2551869712195508,0.27868174683269825,0.22193583261748798,0.34095323851519793,0.20226171886456565,,0.07547346090462716,0.1662689259353678,0.2777994730696498,0.5267817330014171,0.5094864977345107,0.11259468393364994
eg5_lig_CHEMBL1082248,CHEMBL1082248,eg5,-11.7,0.0,-11.373099989649322,-11.5867803514684,-11.395589390469116,-11.810556869685504,-11.672266029181602,,-11.104612558184586,-12.22763681668064,-11.536252529212563,-11.955822618071739,-12.129414739069809,-11.750767222729749,0.16530204855312594,0.20100339179016272,0.1584941519212354,0.3062740375317767,0.15704390058407156,,0.05008971002791722,0.1355544909933376,0.16638243904135772,0.2946759012192658,0.3093112433915276,0.07764440708459694
eg5_lig_CHEMBL1083517,CHEMBL1083517,eg5,-11.53,0.0,-9.19392870980215,-9.473264702237428,-9.366637533852648,-9.924702331935796,-12.043933206454202,,-11.5943638005637,-9.305669940941122,-10.404654913614214,-10.695649415522725,-11.06595902350731,-10.916521335006937,0.18173790328856715,0.20886797701710427,0.16660982912319466,0.329468561413152,0.24649261618254806,,0.09008795005866634,0.2203170894040159,0.2201574463550363,0.5154918494509837,0.6442007595272177,0.11968672490229373
eg5_lig_CHEMBL1084678,CHEMBL1084678,eg5,-11.19,0.0,-11.813579789538696,,-12.078209593015423,-10.597948328035569,-11.46728675260756,,-13.767953115882008,-11.734873878686793,-10.240929381583108,-11.632695168823785,-11.840586789431173,-11.966412914481268,0.3078401131293058,,0.24076907499881334,0.6791775343024455,0.3244146336268319,,0.07733435223582708,0.30878670628830834,0.34970764199291055,0.3877517174824998,0.3997437697272352,0.16835169656599888
eg5_lig_CHEMBL1096002,CHEMBL1096002,eg5,-11.19,0.0,-10.804705148016458,-11.314029499407772,-11.05923146171915,-11.486890585560953,-11.666645988629888,,-10.884029797264791,-11.854118680715905,-11.69497766239814,-11.995697240493636,-12.112037999644825,-11.638946834061187,0.19123586955862093,0.37925257393170597,0.203572956904164,0.33306689881774676,0.1701129840313057,,0.06749511123707044,0.16346146512370796,0.18047256527180186,0.33661176938245235,0.3762873508625,0.08736880948717696
